151777","151822","220","<p>The <code>savedInstanceState</code> is only for saving state associated with a current instance of an Activity, for example current navigation or selection info, so that if Android destroys and recreates an Activity, it can come back as it was before.  See the documentation for <a href=""http://developer.android.com/reference/android/app/Activity.html#onCreate%28android.os.Bundle%29""><code>onCreate</code></a> and <a href=""http://developer.android.com/reference/android/app/Activity.html#onSaveInstanceState%28android.os.Bundle%29""><code>onSaveInstanceState</code></a></p>

<p>For more long lived state, consider using a SQLite database, a file, or preferences.  See <a href=""http://developer.android.com/reference/android/app/Activity.html#SavingPersistentState"">Saving Persistent State</a>.</p>
"
"151777","151940","1151","<p>You need to override <code>onSaveInstanceState(Bundle savedInstanceState)</code> and write the application state values you want to change to the <code>Bundle</code> parameter like this:</p>

<pre><code>@Override
public void onSaveInstanceState(Bundle savedInstanceState) {
  super.onSaveInstanceState(savedInstanceState);
  // Save UI state changes to the savedInstanceState.
  // This bundle will be passed to onCreate if the process is
  // killed and restarted.
  savedInstanceState.putBoolean(""MyBoolean"", true);
  savedInstanceState.putDouble(""myDouble"", 1.9);
  savedInstanceState.putInt(""MyInt"", 1);
  savedInstanceState.putString(""MyString"", ""Welcome back to Android"");
  // etc.
}
</code></pre>

<p>The Bundle is essentially a way of storing a NVP (""Name-Value Pair"") map, and it will get passed in to <code>onCreate()</code> and also <code>onRestoreInstanceState()</code> where you'd extract the values like this:</p>

<pre><code>@Override
public void onRestoreInstanceState(Bundle savedInstanceState) {
  super.onRestoreInstanceState(savedInstanceState);
  // Restore UI state from the savedInstanceState.
  // This bundle has also been passed to onCreate.
  boolean myBoolean = savedInstanceState.getBoolean(""MyBoolean"");
  double myDouble = savedInstanceState.getDouble(""myDouble"");
  int myInt = savedInstanceState.getInt(""MyInt"");
  String myString = savedInstanceState.getString(""MyString"");
}
</code></pre>

<p>You would usually use this technique to store instance values for your application (selections, unsaved text, etc.).</p>
"
"151777","2785419","39","<p><code>onSaveInstanceState</code> is called when the system needs memory and kills an application. It is not called when the user just closes the application. So I think application state should also be saved in <code>onPause</code> It should be saved to some persistent storage like <code>Preferences</code> or <code>Sqlite</code></p>
"
"151777","2893765","10","<p>Really <code>onSaveInstance</code> state callen when the Activity goes to background</p>

<p>Quote from the docs:
""the method <code>onSaveInstanceState(Bundle)</code>  is called before placing the activity in such a background state""</p>
"
"151777","2909211","181","<p>Note that it is <strong><em>NOT</em></strong> safe to use <code>onSaveInstanceState</code> and <code>onRestoreInstanceState</code>, according to the documentation on Activity states in <a href=""http://developer.android.com/reference/android/app/Activity.html"">http://developer.android.com/reference/android/app/Activity.html</a>.</p>

<p>The document states (in the 'Activity Lifecycle' section):</p>

<blockquote>
  <p>Note that it is important to save
  persistent data in <code>onPause()</code> instead
  of <code>onSaveInstanceState(Bundle)</code>
  because the later is not part of the
  lifecycle callbacks, so will not be
  called in every situation as described
  in its documentation.</p>
</blockquote>

<p>In other words, put your save/restore code in <code>onPause()</code> and <code>onResume()</code> instead!</p>
"
"151777","3584836","82","<p>My colleague wrote an article explaining Application State on Android devices including explanations on Activity Lifecycle and State Information, How to Store State Information, and saving to State <code>Bundle</code> and <code>SharedPreferences</code> and <a href=""http://www.eigo.co.uk/Managing-State-in-an-Android-Activity.aspx"">take a look at here</a>.</p>

<p>The article covers three approaches:</p>

<h2>Store local varible/UI control data for application lifetime (ie temporarily) using Instance State Bundle</h2>

<pre><code>[Code sample – Store State in State Bundle]
@Override
public void onSaveInstanceState(Bundle savedInstanceState) 
{
  // Store UI state to the savedInstanceState.
  // This bundle will be passed to onCreate on next call.  EditText txtName = (EditText)findViewById(R.id.txtName);
  String strName = txtName.getText().toString();

  EditText txtEmail = (EditText)findViewById(R.id.txtEmail);
  String strEmail = txtEmail.getText().toString();

  CheckBox chkTandC = (CheckBox)findViewById(R.id.chkTandC);
  boolean blnTandC = chkTandC.isChecked();

  savedInstanceState.putString(“Name”, strName);
  savedInstanceState.putString(“Email”, strEmail);
  savedInstanceState.putBoolean(“TandC”, blnTandC);

  super.onSaveInstanceState(savedInstanceState);
}
</code></pre>

<h2>Store local varible/UI control data between application instances (ie permanently) using Shared Preferences</h2>

<pre><code>[Code sample – Store State in SharedPreferences]
@Override
protected void onPause() 
{
  super.onPause();

  // Store values between instances here
  SharedPreferences preferences = getPreferences(MODE_PRIVATE);
  SharedPreferences.Editor editor = preferences.edit();  // Put the values from the UI
  EditText txtName = (EditText)findViewById(R.id.txtName);
  String strName = txtName.getText().toString();

  EditText txtEmail = (EditText)findViewById(R.id.txtEmail);
  String strEmail = txtEmail.getText().toString();

  CheckBox chkTandC = (CheckBox)findViewById(R.id.chkTandC);
  boolean blnTandC = chkTandC.isChecked();

  editor.putString(“Name”, strName); // value to store
  editor.putString(“Email”, strEmail); // value to store
  editor.putBoolean(“TandC”, blnTandC); // value to store    
  // Commit to storage
  editor.commit();
}
</code></pre>

<h2>Keeping object instances alive in memory between activities within application lifetime using Retained Non-Configuration Instance</h2>

<pre><code>[Code sample – store object instance]
private cMyClassType moInstanceOfAClass;// Store the instance of an object
@Override
public Object onRetainNonConfigurationInstance() 
{
  if (moInstanceOfAClass != null) // Check that the object exists
      return(moInstanceOfAClass);
  return super.onRetainNonConfigurationInstance();
}
</code></pre>
"
"151777","6457934","21","<p>Saving state is a kludge at best as far as I'm concerned. If you need to save persistent data, just use an <a href=""http://en.wikipedia.org/wiki/SQLite"" rel=""nofollow"">SQLite</a> database. Android makes it <strong><em>SOOO</em></strong> easy.</p>

<p>Something like this:</p>

<pre><code>import java.util.Date;
import android.content.Context;
import android.database.Cursor;
import android.database.sqlite.SQLiteDatabase;
import android.database.sqlite.SQLiteOpenHelper;

public class dataHelper {

    private static final String DATABASE_NAME = ""autoMate.db"";
    private static final int DATABASE_VERSION = 1;

    private Context context;
    private SQLiteDatabase db;
    private OpenHelper oh ;

    public dataHelper(Context context) {
        this.context = context;
        this.oh = new OpenHelper(this.context);
        this.db = oh.getWritableDatabase();
    }

    public void close()
    {
        db.close();
        oh.close();
        db = null;
        oh = null;
        SQLiteDatabase.releaseMemory();
    }


    public void setCode(String codeName, Object codeValue, String codeDataType)
    {
        Cursor codeRow = db.rawQuery(""SELECT * FROM code WHERE codeName = '""+  codeName + ""'"", null);
        String cv = """" ;

        if (codeDataType.toLowerCase().trim().equals(""long"") == true)
        {
            cv = String.valueOf(codeValue);
        }
        else if (codeDataType.toLowerCase().trim().equals(""int"") == true)
        {
            cv = String.valueOf(codeValue);
        }
        else if (codeDataType.toLowerCase().trim().equals(""date"") == true)
        {
            cv = String.valueOf(((Date)codeValue).getTime());
        }
        else if (codeDataType.toLowerCase().trim().equals(""boolean"") == true)
        {
            String.valueOf(codeValue);
        }
        else
        {
            cv = String.valueOf(codeValue);
        }

        if(codeRow.getCount() &gt; 0) //exists-- update
        {
            db.execSQL(""update code set codeValue = '"" + cv +
                ""' where codeName = '"" + codeName + ""'"");
        }
        else // does not exist, insert
        {
            db.execSQL(""INSERT INTO code (codeName, codeValue, codeDataType) VALUES("" +
                    ""'"" + codeName + ""',"" +
                    ""'"" + cv + ""',"" +
                    ""'"" + codeDataType + ""')"" );
        }
    }

    public Object getCode(String codeName, Object defaultValue)
    {
        //Check to see if it already exists
        String codeValue = """";
        String codeDataType = """";
        boolean found = false;
        Cursor codeRow  = db.rawQuery(""SELECT * FROM code WHERE codeName = '""+  codeName + ""'"", null);
        if (codeRow.moveToFirst())
        {
            codeValue = codeRow.getString(codeRow.getColumnIndex(""codeValue""));
            codeDataType = codeRow.getString(codeRow.getColumnIndex(""codeDataType""));
            found = true;
        }

        if (found == false)
        {
            return defaultValue;
        }
        else if (codeDataType.toLowerCase().trim().equals(""long"") == true)
        {
            if (codeValue.equals("""") == true)
            {
                return (long)0;
            }
            return Long.parseLong(codeValue);
        }
        else if (codeDataType.toLowerCase().trim().equals(""int"") == true)
        {
            if (codeValue.equals("""") == true)
            {
                return (int)0;
            }
            return Integer.parseInt(codeValue);
        }
        else if (codeDataType.toLowerCase().trim().equals(""date"") == true)
        {
            if (codeValue.equals("""") == true)
            {
                return null;
            }
            return new Date(Long.parseLong(codeValue));
        }
        else if (codeDataType.toLowerCase().trim().equals(""boolean"") == true)
        {
            if (codeValue.equals("""") == true)
            {
                return false;
            }
            return Boolean.parseBoolean(codeValue);
        }
        else
        {
            return (String)codeValue;
        }
    }


    private static class OpenHelper extends SQLiteOpenHelper {

        OpenHelper(Context context) {
            super(context, DATABASE_NAME, null, DATABASE_VERSION);
        }

        @Override
        public void onCreate(SQLiteDatabase db) {
            db.execSQL(""CREATE TABLE IF  NOT EXISTS code"" +
            ""(id INTEGER PRIMARY KEY, codeName TEXT, codeValue TEXT, codeDataType TEXT)"");
        }

        @Override
        public void onUpgrade(SQLiteDatabase db, int oldVersion, int newVersion) {
        }
    }
}
</code></pre>

<p>A simple call after that</p>

<pre><code>dataHelper dh = new dataHelper(getBaseContext());
String status = (String) dh.getCode(""appState"", ""safetyDisabled"");
Date serviceStart = (Date) dh.getCode(""serviceStartTime"", null);
dh.close();
dh = null;
</code></pre>
"
"151777","6495812","29","<p>Both methods are useful and valid and both are best suited for different scenarios:</p>

<ol>
<li>The user terminates the application and re-opens it at a later date, but the application needs to reload data from the last session – this requires a persistent storage approach such as using SQLite.</li>
<li>The user switches application and then comes back to the original and wants to pick up where they left off -  save and restore bundle data (such as application state data) in <code>onSaveInstanceState()</code> and <code>onRestoreInstanceState()</code> is usually adequate.</li>
</ol>

<p>If you save the state data in a persistent manner, it can be reloaded in an <code>onResume()</code> or <code>onCreate()</code> (or actually on any lifecycle call). This may or may not be desired behaviour. If you store it in a bundle in an <code>InstanceState</code>, then it is transient and is only suitable for storing data for use in the same user ‘session’ (I use the term session loosely) but not between ‘sessions’.</p>

<p>It is not that one approach is better than the other, like everything, it is just important to understand what behaviour you require and to select the most appropriate approach.</p>
"
"151777","9148893","17","<p>I think I found the answer. Let me tell what I have done in simple words:</p>

<p>Suppose I have two activities, activity1 and activity2 and I am navigating from activity1 to activity2 (I have done some works in activity2) and again back to activity 1 by clicking on a button in activity1. Now at this stage I wanted to go back to activity2 and I want to see my activity2 in the same condition when I last left activity2.</p>

<p>For the above scenario what I have done is that in the manifest I made some changes like this:</p>

<pre><code>&lt;activity android:name="".activity2""
          android:alwaysRetainTaskState=""true""      
          android:launchMode=""singleInstance""&gt;
&lt;/activity&gt;
</code></pre>

<p>And in the activity1 on the button click event I have done like this:</p>

<pre><code>Intent intent = new Intent();
intent.setFlags(Intent.FLAG_ACTIVITY_REORDER_TO_FRONT);
intent.setClassName(this,""com.mainscreen.activity2"");
startActivity(intent);
</code></pre>

<p>And in activity2 on button click event I have done like this:</p>

<pre><code>Intent intent=new Intent();
intent.setClassName(this,""com.mainscreen.activity1"");
startActivity(intent);
</code></pre>

<p>Now what will happen is that whatever the changes we have made in the activity2 will not be lost, and we can view activity2 in the same state as we left previously.</p>

<p>I believe this is the answer and this works fine for me. Correct me if I am wrong.</p>
"
"151777","9956341","9","<p>Meanwhile I do in general no more use </p>

<pre><code>Bundle savedInstanceState &amp; Co
</code></pre>

<p>the live cycle is for most activities too complicated and not necessary.
And google states itself, it is NOT even reliable.</p>

<p>My way is to save any changes immediately in the preferences</p>

<pre><code> SharedPreferences p;
 p.edit().put(..).commit()
</code></pre>

<p>in some way SharedPreferences work similar like Bundles.
And naturally and at first such values have to be red from preferences.</p>

<p>In the case of complex data you may use Sqlite instead of using preferences.</p>

<p>When applying this concept, the activity just continues to use the last saved state, regardless whether it was an initial open with reboots in between or a reopen due to the back stack.</p>
"
